"pcs" "RUC" "cs" "reves" "crevpp" "region" "habi" "Ahabi" "Atyph" "agecat" "Acompm" "nbpers" "enfants" "Anat" "Bauto" "Nbadulte" "Sinistre1" "Sinistre2" "Sinistre3" "Police1" "Police2" "Police3" "durPolice1" "Durée" "NSin" "censure" "Sinistre0"
"Professions intermediaires" 5729.167 "Moyenne Inf" 13750 "3eme quartile" "5" "0" "Communes rurales" "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 0 4.6 1.275 0 30 0 1 21.8201822856142
"Ouvriers" 3148.148 "Modeste" 8500 "1er quartile" "5" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 1.29 12.035 15.525 2.521 0.135824995675414 14 5 0 10.1427251936136
"Professions intermediaires" 9375 "Moyenne Sup" 22500 "4eme quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Pas de vehicule" 3 0 0 1.25 1.915 10.16 0.1 1.6391089786751 164 4 1 17.7335992763319
"Retraites" 2291.667 "Modeste" 5500 "1er quartile" "5" "0" "Communes rurales" "Locataire" "61-96" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0.42 0 0.23 0 2.358 1.3 0 30 8 0 18.5748956309052
"Retraites" 3500 "Modeste" 3500 "2eme quartile" "5" "0" "Communes rurales" "Non declare" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0 3 4.4 0.975 3.45110082905469 345 0 0 18.1049375088407
"Professions intermediaires" 6250 "Moyenne Sup" 22500 "3eme quartile" "5" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0.28 0 1.48 0.54 58.3 0.415 0.109909063575366 11 12 1 18.0534350074243
"Artisans, comm., chefs d'ent." 3235.294 "Modeste" 5500 "1er quartile" "5" "0" "Communes rurales" "Proprietaire" "41-50" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 4.875 2.7 1.7 1.02975560306538 103 0 0 19.778575900901
"Employes" 9375 "Moyenne Sup" 22500 "4eme quartile" "5" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0.23 0.75 4.99 1.75 1.43450444514019 143 4 1 17.1890261660865
"Ouvriers" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "5" "0" "Communes rurales" "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.23 2.205 20.805 1.785 3.09923044749305 310 3 1 16.2303545557179
"Ouvriers" 2343.75 "Modeste" 7500 "1er quartile" "5" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 6.44 1.575 5.83 2.119 0.0386610128842004 4 6 0 8.61958186084992
"Retraites" 13235.29 "Aise" 22500 "4eme quartile" "5" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.46 0.125 8.46 5.97 7.15747797677629 716 3 1 21.8600010236844
"Professions intermediaires" 4435.484 "Moyenne Inf" 13750 "2eme quartile" "5" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 2.12 1.035 16.345 2.402 0.192687478335878 19 5 0 13.8573410381197
"Retraites" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "5" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 5.92 0.66 13.977 2.335 3.09923044749305 310 3 1 16.8974212170651
"Retraites" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "5" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 7.2 1.29 3.987 0.29 3.09923044749305 310 3 1 16.1604535187511
"Retraites" 5588.235 "Moyenne Inf" 9500 "3eme quartile" "5" "4" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 4.94 5.295 2.825 1.86852610276075 187 0 1 19.4675215868494
"Autres pers. sans activite prof." 6500 "Moyenne Inf" 6500 "4eme quartile" "5" "4" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0.46 0.08 16.36 1.215 6.17650503243792 618 2 1 20.4383254946653
"Retraites" 5500 "Moyenne Inf" 5500 "3eme quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 1.38 0.3 3.9 1 5.69012848673552 569 2 1 14.1230809619439
"Retraites" 3235.294 "Modeste" 5500 "1er quartile" "5" "4" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 15.055 2.992 3.747 1.02975560306538 103 0 0 19.0850321280152
"Ouvriers" 4166.667 "Moyenne Inf" 11250 "2eme quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 4.68 5.37 8.92 1.351 0.179962071165884 18 5 0 6.17317768226066
"Retraites" 13235.29 "Aise" 22500 "4eme quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.23 7.875 2.395 0.245 7.15747797677629 716 3 1 19.6614605884094
"Employes" 1470.588 "Modeste" 2500 "1er quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Pas de vehicule" 2 0 0 0 0.725 0.325 0 0.634410882894472 63 0 0 15.9841218036935
"Retraites" 6500 "Moyenne Inf" 6500 "4eme quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 1.38 4.675 18.925 0.24 7.05746495927491 706 2 1 17.2727656588115
"Employes" 6944.444 "Moyenne Sup" 18750 "3eme quartile" "5" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 1.62 3.03 3.06 2.53 0.336590245287429 34 5 1 9.03520477593089
"Ouvriers" 5113.636 "Moyenne Inf" 11250 "2eme quartile" "5" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 1.41 5.05 12.535 3.78 0.616923482413297 62 4 1 10.0408261281362
"Retraites" 9558.823 "Moyenne Sup" 16250 "4eme quartile" "5" "0" "Communes rurales" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 2.1 14 3.7 0.68 4.02412614337837 402 3 1 21.6116694194036
"Artisans, comm., chefs d'ent." 4435.484 "Moyenne Inf" 13750 "2eme quartile" "5" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.5 7.05 19.4 0.2 0.192687478335878 19 5 0 18.7823983952502
"Autres pers. sans activite prof." 4687.5 "Moyenne Inf" 11250 "2eme quartile" "5" "0" "Communes rurales" "Proprietaire" "61-96" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 7.2 9.18 0.43 0.557390424064978 56 0 1 18.9854812848254
"Professions intermediaires" 5588.235 "Moyenne Inf" 9500 "3eme quartile" "5" "0" "Communes rurales" "Locataire" "41-50" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.46 2.562 5.655 0 1.86852610276075 187 3 1 14.9778232148109
"Cadres et prof. intellectuelles sup." 7638.889 "Moyenne Sup" 27500 "3eme quartile" "5" "4" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "21-40" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 10.73 3.85 58.65 4.5 0.14180410247362 14 6 1 16.5199323573162
"Ouvriers" 3518.519 "Moyenne Inf" 9500 "1er quartile" "5" "4" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "41-50" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 0.4 0 3.41 3.67 9.205 0.2 0.156281488431198 16 10 0 10.4011438869379
"Ouvriers" 5588.235 "Moyenne Inf" 9500 "3eme quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 4.525 0.455 0 30 0 1 18.894071661573
"Ouvriers" 3863.636 "Moyenne Inf" 8500 "2eme quartile" "5" "1" "Un. urb. de 2 000 a 9 999 hab." "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.92 4.535 21.946 1.555 0.451703978220178 45 4 0 9.11576936418491
"Professions intermediaires" 11250 "Aise" 11250 "4eme quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 4 0.6 2.53 1.925 0.38 0.852 20.1297852733825 2013 6 1 17.0280655857831
"Employes" 5092.593 "Moyenne Inf" 13750 "2eme quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 75.75 0 0.99 2.055 28.148 8.72 124.534178247979 0 10 1 11.9266747825867
"Ouvriers" 2236.842 "Modeste" 8500 "1er quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "51-60" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Pas de vehicule" 5 0 0 0 21.17 19.071 0.975 0.0425606767831212 4 0 0 17.586702484969
"Employes" 3500 "Modeste" 3500 "2eme quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0 0 1.63 0.765 7.44 0.21 3.02031136691566 302 2 0 13.4595516547513
"Cadres et prof. intellectuelles sup." 8500 "Moyenne Sup" 8500 "4eme quartile" "5" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 10 1.25 0 0.24 0.62 0.14 20.9020690657284 2090 4 1 19.9897884316072
"Employes" 3958.333 "Moyenne Inf" 9500 "2eme quartile" "5" "0" "Communes rurales" "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0.3 0 0.69 1.725 2.7 1.806 0.474976227794084 47 8 0 18.3515388438648
"Ouvriers" 3125 "Moyenne Inf" 11250 "1er quartile" "5" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 4 7.035 1.6 0.0496241987889058 5 0 0 19.1667660200931
"Ouvriers" 5092.593 "Moyenne Inf" 13750 "2eme quartile" "5" "0" "Communes rurales" "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 0 0 0 6.393 31.11 0.57 0.225841964217384 23 0 1 8.55750399289742
"Retraites" 3823.529 "Moyenne Inf" 6500 "2eme quartile" "5" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 16.77 6.73 0.325 1.21469096788073 121 0 0 17.3821261092481
"Retraites" 3125 "Modeste" 7500 "1er quartile" "5" "0" "Communes rurales" "Proprietaire" "61-96" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 0.5 9.3 0.77 0.366675988715711 37 0 0 15.4425625414208
"Retraites" 2500 "Modeste" 2500 "1er quartile" "5" "0" "Communes rurales" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 6.14 1.495 3.255 2.22554092849247 223 0 0 17.0428732294884
"Agr. exploitants" 2096.774 "Modeste" 6500 "1er quartile" "5" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 0 16.61 6.255 0 30 0 0 15.2983241515391
"Agr. exploitants" 4166.667 "Moyenne Inf" 11250 "2eme quartile" "5" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 3.05 1.645 17.5 1.765 0.179962071165884 18 5 0 9.7695149290583
"Ouvriers" 4435.484 "Moyenne Inf" 13750 "2eme quartile" "5" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 2.59 0.27 2.165 1.03 0.192687478335878 19 5 0 15.7821912679751
"Ouvriers" 3515.625 "Moyenne Inf" 11250 "1er quartile" "5" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0.3 0 0 5.095 27.69 5.69 0.0569692785608942 6 6 0 8.06933659604245
"Autres pers. sans activite prof." 2741.936 "Modeste" 8500 "1er quartile" "5" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "21-40" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 15.05 41.19 0.375 0.119885673787742 12 0 0 16.6326462879542
"Ouvriers" 3125 "Modeste" 7500 "1er quartile" "5" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 1.43 1.74 4.15 0.33 0.366675988715711 37 4 0 22.3735206789161
"Employes" 2741.936 "Modeste" 8500 "1er quartile" "5" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 5.58 6.865 0.91 0.119885673787742 12 0 0 22.5924706622518
"Employes" 5113.636 "Moyenne Inf" 11250 "2eme quartile" "5" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 7.122 19.135 1.785 0.616923482413297 62 0 1 12.4492410183188
"Retraites" 9375 "Moyenne Sup" 22500 "4eme quartile" "5" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 1.3 2.56 0.737 1.43450444514019 143 0 1 17.6101718009131
"Professions intermediaires" 5000 "Moyenne Inf" 8500 "3eme quartile" "5" "5" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 4.29 1.165 5.405 0.4 1.63289732557712 163 3 1 19.779705801698
"Employes" 3879.31 "Moyenne Inf" 11250 "2eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 0.5 5.114 1.27 0.166871743838558 17 0 0 14.7118856642651
"Professions intermediaires" 5729.167 "Moyenne Inf" 13750 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0.92 0.25 6.02 0.465 0.709195087573651 71 4 1 17.7072429883434
"Employes" 3515.625 "Moyenne Inf" 11250 "1er quartile" "8" "4" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0.8 6.61 0.65 58.577 1.2 0.0555627020615433 6 12 0 9.37422952657289
"Professions intermediaires" 4687.5 "Moyenne Inf" 11250 "2eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "51-60" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 3 0.3 0 0 11.72 19.725 1.095 0.571500829829345 57 4 1 10.0988259482477
"Professions intermediaires" 5067.567 "Moyenne Inf" 18750 "2eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple avec enfant(s)" 6 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0.25 0 1.22 0.5 16.935 1.665 0.0310257281980971 3 14 1 11.9645059497434
"Professions intermediaires" 11250 "Aise" 11250 "4eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0.71 4.345 0.79 0 14.4236214235058 1442 2 1 20.2525773970773
"Ouvriers" 8500 "Moyenne Sup" 8500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0.4 0 0.24 15.695 3.995 10.77 9.39190504121038 939 4 1 18.3061938152853
"Cadres et prof. intellectuelles sup." 7812.5 "Moyenne Sup" 18750 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Au moins une personne etrangere" "Au - 1 vehicule" 3 0 0 2.21 2.62 3.955 4.505 1.08286638798256 108 4 1 22.4551677985858
"Ouvriers" 6770.833 "Moyenne Sup" 16250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Pas de vehicule" 3 1.25 0.8 4.6 2.28 7.645 2.866 1.12038127520835 112 12 1 19.2920515194439
"Cadres et prof. intellectuelles sup." 5487.805 "Moyenne Inf" 22500 "2eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "41-50" "Couple avec enfant(s)" 6 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 3 0 0 0 1.53 23.722 5.986 0.0334620724366386 3 0 1 8.1112244553358
"Professions intermediaires" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 1.22 6.5 7.44 1.975 2.32789411133931 233 3 1 20.1924370706152
"Ouvriers" 11029.41 "Aise" 18750 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0.4 1.57 0.905 1.575 0.635 5.12450155814469 512 6 1 16.1856011745137
"Professions intermediaires" 6465.517 "Moyenne Sup" 18750 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "41-50" "Autre menage" 4 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 3 0.65 0 0 2.98 11.785 0.555 0.322317332865126 32 5 1 17.1409715419746
"Retraites" 11029.41 "Aise" 18750 "4eme quartile" "4" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 0.7 4.27 0 30 0 1 21.338065872945
"Employes" 4318.182 "Moyenne Inf" 9500 "2eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 1.6 0 1.9 5.9 11.92 1.522 0.581058318179664 58 8 0 14.22640319722
"Professions intermediaires" 5092.593 "Moyenne Inf" 13750 "2eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "51-60" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Au moins une personne etrangere" "Au - 1 vehicule" 2 0.25 0 0.69 1.675 23.225 2.005 0.230596358114669 23 10 1 5.7296925313631
"Employes" 5000 "Moyenne Inf" 8500 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "51-60" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 2.795 0.425 0 30 0 1 19.388008908971
"Professions intermediaires" 6250 "Moyenne Inf" 13750 "3eme quartile" "9" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 1.705 9.565 0 0.793394039770621 79 0 1 8.51876218064548
"Ouvriers" 3541.667 "Moyenne Inf" 8500 "2eme quartile" "4" "3" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "21-40" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0.8 0.23 1.225 12.09 1.275 0.413566707165779 41 8 0 16.0409675861294
"Professions intermediaires" 4296.875 "Moyenne Inf" 13750 "1er quartile" "4" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 3 1.212 31.316 3.319 0.0684502391831192 7 6 0 10.1167899599423
"Professions intermediaires" 5514.706 "Moyenne Inf" 18750 "2eme quartile" "4" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0.28 11.81 2.175 36.035 2.584 0.091510845577702 9 12 1 20.8677240455274
"Professions intermediaires" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "4" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 3.46 0.305 7.378 0.75 2.32789411133931 233 3 1 20.5822777303945
"Employes" 9375 "Moyenne Sup" 22500 "4eme quartile" "4" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 3.91 1.78 11.26 4.04 1.43450444514019 143 4 1 20.400744387936
"Retraites" 5588.235 "Moyenne Inf" 9500 "3eme quartile" "2" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.83 5.31 5.56 1.86 1.86852610276075 187 3 1 14.6040682620947
"Employes" 4318.182 "Moyenne Inf" 9500 "2eme quartile" "2" "3" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0.4 0 0 9.775 18.335 0.7 0.525763308350004 53 4 0 12.1050320817533
"Employes" 6018.519 "Moyenne Inf" 16250 "3eme quartile" "2" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.92 1.425 55.895 2.89 0.277843802487079 28 5 1 9.5116835486234
"Professions intermediaires" 2638.889 "Modeste" 9500 "1er quartile" "3" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "21-40" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 4.5 0 0 0.275 20.215 1.646 0.0620801238830388 6 6 0 18.4646334992913
"Cadres et prof. intellectuelles sup." 4296.875 "Moyenne Inf" 13750 "1er quartile" "3" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.78 3.364 9.78 2.09 0.0684502391831192 7 6 0 9.02110499186161
"Ouvriers" 1805.556 "Modeste" 6500 "1er quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 2.35 16.26 2.81 0.0317369969310162 3 0 0 17.6615419029115
"Artisans, comm., chefs d'ent." 7258.064 "Moyenne Sup" 22500 "3eme quartile" "3" "3" "Un. urb. de 10 000 a 99 999 hab." "Non declare" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 1.5 2.275 13.403 0.358130585042603 36 0 1 19.3200324540484
"Cadres et prof. intellectuelles sup." 5092.593 "Moyenne Inf" 13750 "2eme quartile" "3" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 1.44 0.6 2.508 2.265 0.225841964217384 23 5 1 9.88316972612037
